productId	profileName	helpfulness	score	time
B002OHDRF2	"Abaddon ""Abaddon"""	3/7	5.0	10:12:2009
B002OHDRF2	"Alan Starr ""www.alanstarr.com"""	3/7	4.0	8:18:2009
B002OHDRF2	motorcycle mamma	0/2	5.0	4:10:2012
B002OHDRF2	"J. McGinn ""HUNTSMAN"""	0/2	2.0	3:7:2012
B002OHDRF2	Stephanie	0/2	1.0	12:27:2011
B002OHDRF2	Cincinnati Dan	0/2	5.0	10:24:2011
B002OHDRF2	Daniel	0/2	4.0	9:11:2011
B002OHDRF2	RON	0/2	5.0	3:1:2011
B002OHDRF2	Gladys C. Challeen	0/2	4.0	11:1:2010
B002OHDRF2	A. White	0/2	4.0	10:6:2010
B002OHDRF2	"Sunny D ""StarBucks Addict"""	0/2	4.0	9:11:2010
B002OHDRF2	Robert J. Crawford	0/2	3.0	9:6:2010
B002OHDRF2	"Reginald D. Garrard ""the G-man"""	0/2	4.0	4:23:2010
B002OHDRF2	"J. Joshua ""Jean4876"""	0/2	4.0	4:17:2010
B002OHDRF2	MJ	0/2	5.0	4:11:2010
B002OHDRF2	"Ralph J. Fitcher ""Namahotitae"""	0/2	3.0	3:6:2010
B002OHDRF2	"S. Barton ""sbarton2"""	0/2	3.0	2:14:2010
B002OHDRF2	"Samuel Palacios ""DieReborn"""	0/2	5.0	2:4:2010
B002OHDRF2	Peter Obrien	0/2	4.0	1:31:2010
B002OHDRF2	"Xander Solo ""Nick"""	0/2	4.0	1:29:2010
B002OHDRF2	"Anthony &#34;Is Blu for You&#34; Scultore ""Up..."	0/2	4.0	1:16:2010
B002OHDRF2	"Cloud ""..."""	0/2	3.0	1:6:2010
B002OHDRF2	"Julio Orozko ""Jools"""	0/2	4.0	1:4:2010
B002OHDRF2	"IMHO ""IMHO"""	0/2	5.0	12:18:2009
B002OHDRF2	"MoultonHawk ""Threadstarter"""	0/2	4.0	12:11:2009
B002OHDRF2	"Wayne Klein ""If at first the idea is not absu..."	0/2	2.0	12:2:2009
B002OHDRF2	B. Bates	0/2	4.0	11:22:2009
B002OHDRF2	"James Bennett ""Second star to the right, and ..."	0/2	4.0	10:12:2009
B002OHDRF2	"indiefilm ""filmguy"""	7/14	1.0	12:31:2009
B002OHDRF2	"Scott ""Southborough Scott"""	7/14	1.0	12:18:2009
B002OHDRF2	"Egon Logan ""Egon"""	7/14	1.0	12:1:2009
B002OHDRF2	"C. Had D. Crissman ""Chad Crissman"""	4/9	1.0	11:30:2009
B002OHDRF2	PS3 Fanatic	4/9	5.0	11:3:2009
B002OHDRF2	DVDCollector	1/4	1.0	4:1:2012
B002OHDRF2	A. G. Dharmadasa	1/4	2.0	1:1:2010
B002OHDRF2	Stan C	1/4	3.0	12:29:2009
B002OHDRF2	maskedgamer	1/4	3.0	12:27:2009
B002OHDRF2	"Romeraux Allen ""Trevy"""	1/4	5.0	11:29:2009
B002OHDRF2	buru buru piggu	1/4	4.0	11:6:2009
B002OHDRF2	"Roy Clark ""rclarknv"""	8/16	1.0	12:4:2009
B002OHDRF2	"D ""D"""	9/18	1.0	12:1:2009
B002OHDRF2	Donna Kelly	2/6	1.0	2:13:2010
B002OHDRF2	"B. Merritt ""filmreviewstew.com"""	2/6	2.0	1:18:2010
B002OHDRF2	"Mohammad Saadat ""hashem"""	2/6	5.0	10:22:2009
B002OHDRF2	Jennifer L Kehs	4/10	5.0	8:3:2009
B002OHDRF2	"Joseph M. Day ""JOJO77"""	4/10	5.0	5:28:2009
B002OHDRF2	MONTY	0/3	5.0	6:15:2010
B002OHDRF2	Shaun Masters	0/3	5.0	5:6:2010
B002OHDRF2	Teresa L. Phillips	0/3	5.0	1:20:2010
B002OHDRF2	Bloody Demons	0/3	3.0	12:26:2009
B002OHDRF2	robby d	0/3	4.0	12:4:2009
B002OHDRF2	Daniel B. Hitchman	9/19	1.0	11:22:2009
B002OHDRF2	S. Walker	5/12	1.0	12:6:2009
B002OHDRF2	Arnold Schwarzenegger	1/5	1.0	4:12:2012
B002OHDRF2	"Rodolfo Samayoa ""Lexell"""	1/5	4.0	5:20:2010
B002OHDRF2	"Joe Schamber ""Joepapa"""	1/5	2.0	12:7:2009
B002OHDRF2	"Marian M. Matsunaga ""karma"""	1/5	4.0	12:2:2009
B002OHDRF2	Veese	1/5	3.0	11:30:2009
B002OHDRF2	Niall	1/5	3.0	11:25:2009
B002OHDRF2	Pumpkin Man	1/5	5.0	10:26:2009
B002OHDRF2	Etowahdoc	1/5	2.0	10:19:2009
B002OHDRF2	"MBuff ""Mbuff"""	6/14	1.0	11:3:2009
B002OHDRF2	S.B.	2/7	1.0	12:10:2010
B002OHDRF2	"Michael Heintz ""Movie Guy"""	2/7	1.0	12:10:2009
B002OHDRF2	"Ed Baiza ""MOMO"""	2/7	3.0	12:2:2009
B002OHDRF2	Bale Sucks!	2/7	2.0	11:19:2009
B002OHDRF2	Marshall L. Smith Jr.	2/7	4.0	11:12:2009
B002OHDRF2	"David J. Moore ""realtime"""	3/9	1.0	12:13:2009
B002OHDRF2	Grant	3/9	5.0	10:12:2009
B002OHDRF2	Tyrant58	0/4	3.0	8:18:2010
B002OHDRF2	"A. Ballard ""Corinthos fan 4 life"""	0/4	2.0	7:24:2010
B002OHDRF2	"Ayana A. Rhodes ""Ya Ya"""	1/6	1.0	2:7:2010
B002OHDRF2	"Raymond Marx ""Space Trucker"""	1/6	3.0	10:30:2009
B002OHDRF2	Cestmoi	8/19	1.0	11:6:2009
B002OHDRF2	Offworlder	2/2	5.0	5:24:2011
B002OHDRF2	hbdawg	2/2	2.0	1:17:2011
B002OHDRF2	Dr. Bojan Tunguz	2/2	3.0	6:7:2009
B002OHDRF2	J. Loughry	4/5	4.0	12:12:2009
B002OHDRF2	jedibear	19/27	5.0	6:12:2009
B002OHDRF2	A. Hughes	8/11	4.0	11:30:2009
B002OHDRF2	"JOJO DANCER ""TOKYO JO"""	1/1	5.0	7:28:2012
B002OHDRF2	AR	1/1	5.0	7:6:2012
B002OHDRF2	Daniel J Gallagher	1/1	5.0	1:3:2012
B002OHDRF2	"Adam Starr ""Adam Starr"""	1/1	3.0	12:21:2011
B002OHDRF2	"Unicron ""P"""	2/8	1.0	12:10:2009
B002OHDRF2	Captain	3/10	1.0	12:6:2009
B002OHDRF2	T. Coleman	5/14	1.0	11:13:2009
B002OHDRF2	DeVern	7/18	1.0	11:28:2009
B002OHDRF2	"Big Blue Sky ""mr_g_chloros"""	0/5	3.0	8:13:2011
B002OHDRF2	Francisco Almaraz-mendoza	0/5	5.0	8:7:2010
B002OHDRF2	"atlguy ""atlguy"""	2/9	2.0	1:9:2010
B002OHDRF2	"Joseph H. Gore ""www.findingjesustoday.com/forums"""	2/9	5.0	9:4:2009
B002OHDRF2	MJRF	0/6	1.0	2:19:2010
B002OHDRF2	"S. Mccarthy ""Darkknightboston"""	1/8	1.0	12:2:2009
B002OHDRF2	Ruben Cukier	2/10	1.0	12:8:2009
B002OHDRF2	Dedalus2k	2/10	1.0	12:7:2009
B002OHDRF2	Phillip S. Barton	2/10	2.0	7:24:2009
B002OHDRF2	"Lynn Bridges ""lynn bridges"""	5/16	1.0	10:13:2009
B002OHDRF2	maniac	1/9	1.0	10:16:2009
B002OHDRF2	TechHead	1/10	1.0	1:16:2010
B002OHDRF2	Joel P. Fleming	1/10	2.0	7:24:2009
B002OHDRF2	brandofan	0/8	3.0	10:14:2009
B002OHDRF2	Davyo	0/8	2.0	7:29:2009
B002OHDRF2	T. Ritchie	0/9	5.0	8:19:2011
B002OHDRF2	E.G.	13/40	1.0	11:5:2009
B002OHDRF2	Edward L. Roy	3/18	1.0	11:29:2009
B002OHDRF2	J. Miller	0/12	1.0	1:16:2010
B002OHDRF2	SlyStalloneFan	4/27	1.0	8:2:2009
B002OHDRF2	"Peter J. Miller ""Peter J. Miller"""	1/1	2.0	11:6:2011
B002OHDRF2	Wuchak	1/1	3.0	6:7:2011
B002OHDRF2	Amadeus	1/1	5.0	5:31:2011
B002OHDRF2	Sherrie Jackson	1/1	4.0	4:12:2011
B002OHDRF2	Spider Monkey	1/1	3.0	1:28:2011
B002OHDRF2	"M ""CultOfStrawberry"""	1/1	3.0	1:19:2011
B002OHDRF2	Reticuli	1/1	4.0	10:9:2010
B002OHDRF2	JMM	1/1	3.0	3:24:2010
B002OHDRF2	"Waitsel Smith ""Movie Shark"""	1/1	3.0	2:9:2010
B002OHDRF2	kfenn	1/1	5.0	1:7:2010
B002OHDRF2	Novell A. Deloatch	1/1	5.0	1:6:2010
B002OHDRF2	D. Henry	1/1	4.0	12:27:2009
B002OHDRF2	"Jorge Spanger Gorigoitia ""JOTA"""	1/1	4.0	12:27:2009
B002OHDRF2	Bob Allison	1/1	4.0	12:25:2009
B002OHDRF2	BP	1/1	5.0	12:21:2009
B002OHDRF2	Mom of 6 good kids	1/1	4.0	12:11:2009
B002OHDRF2	Bookmaiden	1/1	4.0	12:10:2009
B002OHDRF2	Mark	1/1	4.0	12:9:2009
B002OHDRF2	"! MR. KNOW IT ALL  ;-b ""DR SHOCK"""	1/1	4.0	12:5:2009
B002OHDRF2	StardustfromJesus	1/1	5.0	10:24:2009
B002OHDRF2	stud_manly47	3/4	2.0	1:15:2011
B002OHDRF2	"Jane Smith ""Athena"""	3/4	4.0	1:6:2011
B002OHDRF2	B. E Jackson	3/4	5.0	7:23:2010
B002OHDRF2	"Jonny Lee ""Boothill Gunslinger"""	3/4	5.0	7:20:2010
B002OHDRF2	Craig Whittle	3/4	2.0	2:6:2010
B002OHDRF2	Jason Bean	3/4	4.0	12:29:2009
B002OHDRF2	Sean Flaherty	3/4	5.0	12:28:2009
B002OHDRF2	"G.V. ""Gerry"""	3/4	2.0	10:15:2009
B002OHDRF2	"James B. Nunley ""Blake"""	5/7	3.0	12:1:2009
B002OHDRF2	Pumpkin Man	5/7	5.0	10:26:2009
B002OHDRF2	Rachel Ford	7/10	5.0	11:27:2009
B002OHDRF2	New York Horror Reader	7/10	2.0	10:26:2009
B002OHDRF2	superman fan	2/3	1.0	5:7:2012
B002OHDRF2	Cameron F	2/3	1.0	2:26:2011
B002OHDRF2	"Don't tread on me ""Defending the Conservative..."	2/3	3.0	7:9:2010
B002OHDRF2	"Michael Andrews ""movie buff"""	2/3	5.0	6:27:2010
B002OHDRF2	Launcher Spider	2/3	4.0	2:8:2010
B002OHDRF2	Dan D. Apice	2/3	3.0	1:25:2010
B002OHDRF2	LaToya	2/3	2.0	1:8:2010
B002OHDRF2	Baberufus	2/3	2.0	1:2:2010
B002OHDRF2	Jeffrey Morse	2/3	3.0	12:26:2009
B002OHDRF2	"rodo ""rodo5"""	2/3	5.0	12:11:2009
B002OHDRF2	Edward  Codilla	2/3	4.0	12:2:2009
B002OHDRF2	E. L. Wright	2/3	2.0	12:2:2009
B002OHDRF2	"Alison G. Jones ""babybear"""	0/0	5.0	10:12:2012
B002OHDRF2	yellarose	0/0	5.0	10:11:2012
B002OHDRF2	Mmmm Hmmm	0/0	3.0	10:10:2012
B002OHDRF2	P.M.	0/0	4.0	9:24:2012
B002OHDRF2	teresa j. rodgers	0/0	5.0	9:24:2012
B002OHDRF2	wdnreview	0/0	5.0	9:20:2012
B002OHDRF2	Michael Diaz	0/0	2.0	9:5:2012
B002OHDRF2	Edward Andrews	0/0	5.0	9:5:2012
B002OHDRF2	LexiRexi	0/0	5.0	8:17:2012
B002OHDRF2	cade97	0/0	5.0	8:12:2012
B002OHDRF2	Ravenhawk	0/0	4.0	7:18:2012
B002OHDRF2	Sky	0/0	3.0	7:17:2012
B002OHDRF2	Sugga40827	0/0	5.0	7:7:2012
B002OHDRF2	"Alex ""Aziz"""	0/0	4.0	7:6:2012
B002OHDRF2	Rick	0/0	4.0	6:28:2012
B002OHDRF2	"D Brown ""David M. Brown"""	0/0	3.0	6:23:2012
B000OIOSFG	partygirl86	0/0	5.0	12:30:2010
B004TWOX26	"J. Smith ""Old-timer"""	4/4	5.0	8:13:2011
B004TWOX26	"Gerhard P. Knapp ""gpk"""	4/4	5.0	6:13:2011
B004TWOX26	I. Giles	2/2	5.0	7:11:2012
B004TWOX26	"Abel ""AMY"""	1/1	5.0	9:8:2012
B004TWOX26	Clive S. Goodwin	1/3	3.0	8:8:2011
B004XSUBE0	Rosa Nelly	0/0	1.0	10:15:2012
B004ZWHZUC	UrbanFangrl	0/0	5.0	10:15:2012
B004ZWHZUC	ksbel6	0/0	4.0	9:21:2011
B001CCMLR0	Dan A. Hermann	2/6	3.0	9:6:2009
6300147967	Margaret Magnus	68/70	5.0	8:26:2004
6300147967	"Danny M. Hobbs ""deebledd"""	42/43	5.0	3:1:2005
6300147967	David McColley	6/6	4.0	4:28:2003
6300147967	L. Tibbett	8/9	5.0	8:22:2004
6300147967	"D. Phelps ""DrDP"""	4/4	5.0	12:17:2006
6300147967	Dorothy Johnson	6/7	5.0	3:29:2004
6300147967	Sara Stone	3/3	5.0	12:7:2006
6300147967	"R. Lock ""elak57"""	3/3	5.0	7:5:2006
6300147967	policywonk	3/3	5.0	6:21:2006
6300147967	Desert Love	1/1	5.0	9:26:2012
6300147967	migbeil	1/1	5.0	4:25:2010
6300147967	M. Alderfer	1/1	5.0	2:25:2010
6300147967	Jacquelyne Forbes	1/1	5.0	11:25:2008
6300147967	A.S.W.	1/1	5.0	11:13:2007
6300147967	"M. Burroughs ""Mike in SA"""	1/1	5.0	8:24:2007
6300147967	Lj Magic	1/1	5.0	7:20:2007
6300147967	E. Hernandez	5/7	3.0	5:8:2010
6300147967	George Caffine	7/10	5.0	2:9:2005
6300147967	"Tinker33 ""GC"""	2/3	5.0	6:5:2010
6300147967	"Gadget Guy ""Gadget Guy"""	0/0	5.0	10:20:2012
6300147967	Carol	0/0	5.0	9:24:2012
6300147967	"Michael Greb ""friar"""	0/0	5.0	9:15:2012
6300147967	Liberty43	0/0	4.0	7:30:2012
6300147967	"Charlie Montana ""Charlie"""	0/0	5.0	7:28:2012
6300147967	Shicklestotle	0/0	5.0	7:11:2012
6300147967	Petunia	0/0	5.0	5:9:2012
6300147967	Blue Coronet	0/0	5.0	4:6:2012
6300147967	"S. J. Soboda ""sea cruiser"""	0/0	5.0	5:12:2009
6300147967	"Gloria J. Stanger ""Gloria Jean"""	0/0	5.0	4:13:2009
6300147967	Michele A. Thompson	0/0	5.0	12:23:2008
6300147967	Joan Robidart	0/0	5.0	7:5:2008
6300147967	"Popeye ""Popeye"""	0/0	5.0	9:24:2005
6300147967	"R. Reiling ""a tenor wanabe"""	0/0	4.0	12:31:2003
6300147967	Lone Wolf	1/2	5.0	6:17:2011
6300147967	pthepoo	0/1	5.0	12:22:2011
6300147967	Leo E Defendorf	0/1	5.0	4:19:2011
6300147967	flygirl298	0/1	5.0	1:6:2011
6300147967	missymay	0/2	5.0	3:28:2011
B00004CQTP	kahana	4/4	5.0	4:28:2003
B00004CQTP	"""freeflowdoug"""	8/10	5.0	1:23:2002
B00004CQTP	David Frink	8/10	1.0	9:30:2003
B00004CQTP	Yosemite Sam	3/3	5.0	1:30:2005
B00004CQTP	M. T. Voorde	3/3	5.0	7:27:2004
B00004CQTP	B. Anel	1/1	5.0	11:26:2008
B00004CQTP	"coolcat7fl ""coolcat7fl"""	1/1	5.0	7:9:2008
B00004CQTP	"Elliot Malach ""The Unknown Surfer"""	1/1	5.0	6:29:2008
B00004CQTP	"L. Ray ""Extreme Sports Fanatic"""	1/1	5.0	3:24:2008
B00004CQTP	"S. Smith ""Quality counts"""	1/1	4.0	6:11:2007
B00004CQTP	"Guilherme B. Boettch ""Maiona"""	1/1	5.0	4:1:2007
B00004CQTP	T. Kay	1/1	5.0	1:27:2007
B00004CQTP	"Patric A.C. Anderson ""Pootah"""	1/1	4.0	1:3:2007
B00004CQTP	"R. Vissers ""Heller"""	1/1	5.0	8:15:2005
B00004CQTP	"T. Jackson ""shebangs"""	1/1	5.0	1:19:2002
B00004CQTP	"Kelly Christiansen ""Kelly"""	0/0	5.0	1:7:2002
B00004CQTP	Bodogger	0/0	5.0	9:11:2001
B00004CQTP	Chad R. Reihm	0/0	5.0	7:30:2001
B00004CQTP	"""kurteese"""	0/0	5.0	6:13:2001
B00004CQTP	"YoungDumbFullofCrum ""EddieSurfsDOTcom"""	0/0	4.0	10:9:2000
B00004CQTP	Chris Bier	0/0	5.0	8:28:2000
B00004CQTP	Kelsey	0/0	5.0	8:15:2000
B00004CQTP	Fred J. Quackenbush	0/0	5.0	7:16:2000
B00004CQTP	"M. B Evans ""Fusionman"""	0/0	5.0	4:16:2000
B00004CQTP	Christopher	0/0	5.0	3:17:2000
B00004CQTP	"George A. Hinkson ""spidude"""	0/0	5.0	5:12:1999
630436119X	Jess	9/9	5.0	4:18:2011
630436119X	"bob lundy ""bob lundy"""	0/0	5.0	7:6:2010
630436119X	S. Grenda	0/0	4.0	3:22:2010
630436119X	Israel Curiel	0/0	3.0	10:15:2009
630436119X	Mark C.	0/0	4.0	9:2:2009
630436119X	Alan A. Zurawski	0/0	3.0	6:21:2009
630436119X	"Stephanie Mcfaul ""I want to belive"""	0/0	5.0	6:17:2009
630436119X	J. Lozano	0/0	5.0	6:10:2009
630436119X	Keith Mirenberg	0/0	3.0	4:21:2009
630436119X	"Judith Helena Faeltskog ""Spacecomm Systems (O..."	0/0	5.0	8:24:2008
630436119X	Bill	0/0	4.0	7:15:2008
630436119X	Ash Ronan	0/0	4.0	4:13:2008
630436119X	"Bruce Wayne ""Onin Solstice"""	0/0	3.0	9:7:2006
630436119X	Grumple Dumple	5/8	3.0	9:26:2004
630436119X	Wade Guggino	0/1	5.0	8:14:2002
630436119X	"Erin Tiscareno ""CaliMommi"""	1/6	1.0	11:3:2010
630436119X	"Shane C. Cooper ""shane@wetafx.co.nz"""	4/12	1.0	9:14:2003
630436119X	Big K	3/12	1.0	9:5:2004
B001GBPZRU	e1x56u$*w#	48/50	5.0	9:5:2004
B001GBPZRU	"D. Read ""Maximumdread"""	25/26	5.0	6:13:2001
B001GBPZRU	Tay Arrow Sherman	16/18	5.0	11:15:2002
B001GBPZRU	GoonMoon	10/12	4.0	11:24:2004
B001GBPZRU	"Kevin ""fictionfan"""	3/3	4.0	3:20:2011
B001GBPZRU	Simon Beck	3/3	4.0	11:4:2010
B001GBPZRU	"G. E. Williams ""Nunah"""	3/3	3.0	8:5:2009
B001GBPZRU	Popcorndani	3/3	4.0	5:29:2007
B001GBPZRU	"J. Carey ""waymorefun"""	1/1	3.0	10:3:2010
B001GBPZRU	Stan C	1/1	5.0	9:15:2010
B001GBPZRU	DMW18045	1/1	5.0	5:26:2010
B001GBPZRU	Sandy J. Rhodes	1/1	4.0	2:4:2010
B001GBPZRU	"S. Denton ""Cinema Queen"""	1/1	5.0	11:14:2009
B001GBPZRU	meat chunks	1/1	4.0	2:22:2008
B001GBPZRU	B. Kimball	0/0	3.0	5:4:2012
B001GBPZRU	Core	0/0	4.0	12:27:2011
B001GBPZRU	"Chief Barney ""Barney"""	0/0	5.0	5:22:2010
B001GBPZRU	Roger S. Clark	0/0	5.0	11:19:2009
B001GBPZRU	"Dennis Dore ""Sapo"""	0/0	3.0	2:25:2008
B001GBPZRU	"SRFireside ""ZOOM!"""	0/0	4.0	6:26:2007
B001GBPZRU	"John D. Page ""movie fan"""	3/5	4.0	6:25:2006
B001GBPZRU	Ben Bridenbaugh	3/5	5.0	1:29:2001
B001GBPZRU	Joel R. Bryan	26/41	2.0	7:23:2003
B001GBPZRU	Blumbeck	1/2	4.0	2:26:2012
B001GBPZRU	Pawel Mantykiewicz	4/7	4.0	10:22:2005
B001GBPZRU	Norman White	3/8	5.0	9:16:2001
B001GBPZRU	Christopher Manydeeds	0/3	2.0	8:8:2011
B0050QNO2K	S. G	0/0	3.0	9:1:2012
B0050QNO2K	"D. Frank ""TV man"""	0/0	5.0	4:13:2012
6305508569	Richard Bourke	11/12	5.0	1:9:2000
6305508569	"Cali ""shriver19"""	22/29	1.0	9:17:2000
6305508569	Bradley Tobin	6/7	5.0	12:12:1999
B000056PNI	Shlomo Goland	3/3	5.0	5:3:2002
B000056PNI	Hache de Coeur	0/1	5.0	9:26:2004
0800103688	"Mary C. Scurfield ""cocochanel"""	0/0	4.0	2:20:2009
0800103688	"Julie M. Hofstede ""Gator Girl"""	0/0	5.0	1:11:2009
0800103688	"Miss Helen ""Candy Baby"""	0/0	4.0	8:30:2008
0800103688	"Bradley Headstone ""Sean ARES Hirsch"""	0/0	5.0	4:30:2008
0800103688	ADRIENNE MILLER	0/0	5.0	9:17:2007
0800103688	"Katherine E. Warwick ""Katie Warwick"""	0/0	5.0	8:8:2007
0800103688	C. Martinez	0/0	5.0	7:20:2007
0800103688	"Lynn Gazzara ""NavyWife"""	0/0	5.0	5:6:2007
0800103688	Michelle Polk	0/0	3.0	4:13:2007
0800103688	"S. M. Anderson ""sma331"""	3/3	4.0	3:7:2004
0800103688	NorthofCB	0/0	5.0	11:12:2003
0800103688	LoVe2ReAd	0/0	5.0	6:20:2003
0800103688	Le	0/0	5.0	5:20:2001
0800103688	Hassaan Abdeen	0/0	5.0	5:12:2001
0800103688	Buddy	0/0	5.0	4:6:2001
0800103688	Rottenberg's rotten book review	0/0	3.0	3:20:2001
0800103688	"""nov_angel"""	0/0	4.0	1:12:2001
0800103688	"""ashmel"""	0/0	5.0	6:14:2000
0800103688	Kelly	0/0	5.0	5:19:2000
0800103688	Christmas	0/0	5.0	4:20:2000
0800103688	DANIEL J. ANTIL	0/0	4.0	4:18:2000
0800103688	Rick Gagliano	0/0	5.0	2:13:2000
0800103688	Karen	0/0	4.0	2:2:2000
0800103688	Judith C. Kinney	1/2	3.0	9:3:2009
0800103688	"G. Andrews ""Amazon Jungle Man"""	1/2	5.0	3:20:2007
0800103688	"June RUNG ""J&#62;A&#62;Rung"""	1/2	5.0	3:9:2007
0800103688	"Thomas ""moviedudereviews"""	1/2	4.0	7:12:2006
0800103688	"Evelyn Bay ""Big Fan"""	1/2	4.0	10:16:2005
0800103688	Shashank Tripathi	1/2	3.0	8:7:2004
0800103688	Cameron Kennedy	1/2	5.0	6:13:2003
0800103688	Rebecca	1/2	5.0	5:2:2002
0800103688	"Rachael H. Smith ""rachaelinnc"""	1/2	3.0	10:15:2001
0800103688	Crei Labasko	1/2	4.0	2:27:2000
0800103688	Busy Body	10/10	5.0	10:1:2004
0800103688	the_smoking_quill	17/20	4.0	7:18:2002
0800103688	J. M. Zuurbier	7/7	5.0	6:14:2003
0800103688	"S. Boisen ""jasper243"""	0/2	5.0	12:16:2000
0800103688	dunkidoodoos	0/2	5.0	2:17:2000
0800103688	Samia	1/4	5.0	1:10:2006
0800103688	H. Georges	2/6	5.0	6:10:2003
0800103688	Sal	1/5	5.0	1:12:2006
0800103688	"Elusive ""Elusive"""	0/5	5.0	1:11:2007
0800103688	Amber Teng	2/2	5.0	1:1:2000
0800103688	A. Vegan	4/5	2.0	7:28:2006
0800103688	"Marcia Carter ""crazy lady"""	1/1	5.0	12:5:2010
0800103688	"Lizzy Bennett ""J K"""	1/1	5.0	11:25:2010
0800103688	"Michele Greene ""Michele Greene"""	1/1	5.0	11:7:2010
0800103688	Lei	1/1	3.0	8:21:2010
0800103688	"A. Vander Meulen ""Omnivorous reader"""	1/1	4.0	7:9:2010
0800103688	"B. Garner ""wanderer"""	1/1	5.0	1:29:2010
0800103688	Andrew Ellington	1/1	4.0	10:8:2008
0800103688	"Val ""LOTRMatrixHPLostFreak"""	1/1	3.0	7:28:2008
0800103688	Lisa Smith	1/1	5.0	7:19:2008
0800103688	"O. Lisofski ""dermot mulroney fan"""	1/1	3.0	6:29:2008
0800103688	MARCOLA	1/1	5.0	3:17:2008
0800103688	"Mesmera ""^_^"""	1/1	5.0	12:26:2007
0800103688	"Ms. V. C. Wills ""Vicksykate"""	1/1	3.0	1:3:2005
0800103688	L. Russo	2/3	4.0	2:2:2007
0800103688	David Tulloch	2/3	3.0	3:24:2006
0800103688	"Meesha ""I'm A Lonely Angel Stuck On The Slow ..."	2/3	3.0	10:26:2004
0800103688	"A. Thompson ""goldenseashell"""	2/3	5.0	7:25:2004
0800103688	Mari	2/3	5.0	4:5:2002
0800103688	Gregor von Kallahann	2/3	3.0	1:3:2002
0800103688	Rebecca	2/3	5.0	6:26:2001
0800103688	"""flamefire"""	2/3	5.0	3:4:2000
0800103688	"Kate McMurry ""Young Adult Author"""	2/3	4.0	12:31:1999
0800103688	"rwx ""991234xhr"""	0/0	4.0	4:17:2012
0800103688	Sugga40827	0/0	5.0	3:22:2012
0800103688	"Sienna ""Gym Mink"""	0/0	5.0	2:17:2012
0800103688	noregrets4life33	0/0	5.0	2:14:2012
0800103688	Debbie	0/0	5.0	10:17:2011
0800103688	Deborah Earle	0/0	5.0	9:19:2011
0800103688	happycustomer	0/0	5.0	9:1:2011
0800103688	A Customer	0/0	4.0	7:8:2011
0800103688	David Bower	0/0	4.0	6:13:2011
0800103688	One-Line Film Reviews	0/0	3.0	7:22:2009
0800103688	Poison Wood	0/0	4.0	6:7:2009
B0092MDYV4	"K. Harris ""Film aficionado"""	2/2	1.0	9:28:2012
B0092MDYV4	"S. Boone ""TheatreX"""	3/4	3.0	10:6:2012
B0092MDYV4	D. Karchmer	2/3	2.0	10:7:2012
B0092MDYV4	Michael Butts	0/0	2.0	10:11:2012
B0092MDYV4	Tony Heck	3/5	2.0	9:29:2012
B0092MDYV4	Scared Coo-Coo	1/4	5.0	10:6:2012
B0092MDYV4	"Michael Melendez ""3 strikes I'm out!"""	1/5	5.0	10:5:2012
B0092MDYV4	Michael D. Subrizi	3/9	4.0	10:3:2012
B00004CQTF	S. Mitchell	112/115	1.0	12:3:2008
B00004CQTF	M. Lilliquist	73/77	5.0	10:29:2002
B00004CQTF	"puthupa ""puthupa"""	54/56	5.0	2:24:2003
B00004CQTF	Kevin A. Little	30/30	1.0	11:27:2008
B00004CQTF	R Simons	28/29	5.0	4:20:2006
B00004CQTF	L. Grice	16/16	1.0	12:6:2008
B00004CQTF	"J. Marren ""jtm497"""	18/19	5.0	9:11:2003
B00004CQTF	Aniruddha	25/28	5.0	12:8:2003
B00004CQTF	Lane D. Callahan	13/13	1.0	2:21:2009
B00004CQTF	Ruth Madison	13/13	5.0	6:25:2006
B00004CQTF	G. Band	8/9	5.0	7:9:2005
B00004CQTF	"Margaret Dybala ""too many books, too little time"""	8/9	5.0	1:30:2005
B00004CQTF	"Sean Soderman ""off kilt"""	8/9	5.0	11:13:2004
B00004CQTF	Krishna Kolachala	5/5	5.0	1:8:2007
B00004CQTF	"D. Pawl ""Dani"""	5/5	5.0	2:16:2006
B00004CQTF	mccomas	5/5	1.0	11:2:2011
B00004CQTF	Jack Rice	5/5	5.0	3:20:2011
B00004CQTF	"J. A. Vollmann ""Still Trying To Learn It All"""	7/8	3.0	8:22:2004
B00004CQTF	"bernie ""webviator"""	6/7	5.0	3:28:2006
B00004CQTF	Lloyd Bell	2/2	3.0	2:20:2011
B00004CQTF	Ensoh	2/2	5.0	7:7:2010
B00004CQTF	"bernie ""webviator"""	1/1	5.0	5:30:2011
B00004CQTF	Chris McGowan	1/1	4.0	7:8:2008
B00004CQTF	G. A. BRAVO-CASAS	1/1	5.0	11:12:2002
B00004CQTF	M. G ORELL	5/7	5.0	1:25:2005
B00004CQTF	"Jeremy dePrisco ""www.mindspeak.com"""	7/10	4.0	12:19:2003
B00004CQTF	Tevis Fen-Kortiay	2/3	5.0	9:28:2011
B00004CQTF	"N. Siva Kumar ""nsiva"""	2/3	4.0	2:1:2008
B00004CQTF	TomHarding	0/0	5.0	7:30:2012
B00004CQTF	Sivarama K. Madireddi	0/0	3.0	6:24:2012
B00004CQTF	Saturnindustries	0/0	5.0	10:5:2011
B00004CQTF	beatriz e beltran medina	0/0	5.0	9:10:2009
